Date,Tweets,Location,Sentiment Polarity
2019-03-05 16:18:07,Bitter Gujju Shame on Congress Party and the Republic of Pakistan now openly supporting the Congress;,"b'Mumbai, India'",0.075
2019-03-05 16:18:05,Bitter Gujju Shame on Congress Party and the Republic of Pakistan now openly supporting the Congress;,"b'Bengaluru, India'",0.075
2019-03-05 16:18:01,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,"b'Bengaluru South, India'",0.275
2019-03-05 16:17:59,b RT Well we remember you saying you don xe2 x80 x99t endorse hate politics but now that your own party leader has openly c xe2 x80 xa6,"b'Chandigarh, India'",-0.0666666666666667
2019-03-05 16:17:58,b RT UPA regime army in 2009 killed two lakhs Tamil population in Sri Lanka A genocide DMK was sharing power with UPA But xe2 x80 xa6,b'MADRAS',-0.2
2019-03-05 16:17:51,b Thank you ji for honouring the wisdom of millions of voters amp supporters The time ahead is xe2 x80 xa6,b'Mumbai | Hometown- Rajasthan',0.0
2019-03-05 16:17:50,b RT Arrest and interrogate immediately this jamanatee India,b'',-0.05
2019-03-05 16:17:50,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,"b'Ghaziabad,New Delhi'",0.5
2019-03-05 16:17:48,b Thank you and for showing it s place In process has saved its xe2 x80 xa6,b'New Delhi',0.0
2019-03-05 16:17:48,b RT Verma is NOT from Harvard as simple as that unless ofcourse this is another hoax on the lines of w xe2 x80 xa6,b'',0.0
2019-03-05 16:17:48,b RT Shocking statement from CONgress leader Belur Gopalakrishna he calls out to assassinate PM n nTo appease a pa xe2 x80 xa6,"b'Anekal Bangaluru, India'",-1.0
2019-03-05 16:17:47,b hindi Who broke the alliance between congress amp Aap,b'Kolkata',0.0
2019-03-05 16:17:45,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,"b'Karachi, Pakistan'",0.275
2019-03-05 16:17:44,b RT Verma is NOT from Harvard as simple as that unless ofcourse this is another hoax on the lines of w xe2 x80 xa6,b'',0.0
2019-03-05 16:17:41,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,b'Indore',0.275
2019-03-05 16:17:40,b RT Kaushal Can any guy from the forces or ministry please ask VK Singh ji to ask this question to Rahul Gandhi instead nDigvija xe2 x80 xa6,"b'India,Odisha'",0.0
2019-03-05 16:17:40,b Exclusive In a sermon in Pakistan JeM leader accepts Indian planes were targeting their center i xe2 x80 xa6,"b'Raipur, India'",-0.1625
2019-03-05 16:17:36,b RT indrani As an Indian i trust our ArmedForces I don t want any proof But as u r Pakistani so u r asking fr proof n xe2 x80 xa6,b'India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3',0.0
2019-03-05 16:17:31,b RT Thanks n yadav2005 n 5MarchBharatBandh xe2 x80 xa6,"b'Bihar, India'",0.2
2019-03-05 16:17:30,b Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,b'India',0.5
2019-03-05 16:17:30,Bitter Gujju Shame on Congress Party and the Republic of Pakistan now openly supporting the Congress;,b'',0.075
2019-03-05 16:17:30,b RT Hariom It can happen nScience can anything nIn Pakistan trees use mobile nI don t blame s PakistanNationalCong xe2 x80 xa6,"b'India,Odisha'",0.0
2019-03-05 16:17:28,b sgh Even if Congress draws a blank in WB With xe2 x80 xa6,b'',0.0
2019-03-05 16:17:25,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,b'Bayern-Germany',0.275
2019-03-05 16:17:24,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,b'India',0.275
2019-03-05 16:17:22,b Try to meet IT guys once I will challenge you you will be dumb for very First question,"b'Bengaluru, India'",-0.024999999999999994
2019-03-05 16:17:19,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,b'India',0.275
2019-03-05 16:17:17,"B. Kagadurghatdebate Pappu's father and grandmother were killed in the accident Now all the parasites in India, the trilogy Xi 2 X 80 X 6","b'Bengaluru, India'",-0.2
2019-03-05 16:17:14,Bitter Gujju Shame on Congress Party and the Republic of Pakistan now openly supporting the Congress;,b'',0.075
2019-03-05 16:17:14,b RT Shocking statement from CONgress leader Belur Gopalakrishna he calls out to assassinate PM n nTo appease a pa xe2 x80 xa6,b'',-1.0
2019-03-05 16:17:12,b Its you who stole indian money Man nirmala sitharaman has correctly answered you in parliament,b'Mysore',0.0
2019-03-05 16:17:10,b RT PunishPakLoyalists I want proof of Kasab Hanging,b'',0.0
2019-03-05 16:17:09,b RT IndiraCanteens launched by the previous Congress government led by Siddaramaiah is slowly turning out to be a white e xe2 x80 xa6,"b'New Delhi, India'",-0.15555555555555556
2019-03-05 16:17:08,b RT Hariom Can U name even 1 political party in Pakistan amp our Kashmir which has not questioned the SurgicalStrike2 nU can t coz a xe2 x80 xa6,b'hyderabad',0.0
2019-03-05 16:17:06,b I think he is not sidhu Pakistan has replaced him with a Doppelganger xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3,b'Sri Ganganagar Rajasthan',0.0
2019-03-05 16:17:03,b RT I m shocked at this proof issue amp how vehemently CONgress is for Pak I shudder to think wh xe2 x80 xa6,b'',-0.7
2019-03-05 16:16:59,b RT harsha In the fight on number of casualties and others have forgotten that the IAF has executed a task no oth xe2 x80 xa6,b'Patna',0.0
2019-03-05 16:16:57,b RT Shocking statement from CONgress leader Belur Gopalakrishna he calls out to assassinate PM n nTo appease a pa xe2 x80 xa6,"b'Lucknow, India'",-1.0
2019-03-05 16:16:44,b I like helping small scale business,b'',-0.25
2019-03-05 16:16:43,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,"b'Baran, Rajasthan, India'",0.275
2019-03-05 16:16:43,b RT harsha In the fight on number of casualties and others have forgotten that the IAF has executed a task no oth xe2 x80 xa6,b'India',0.0
2019-03-05 16:16:41,b RT Appointment of office bearers of various committees for Bihar PCC n,b'',0.0
2019-03-05 16:16:41,b RT 5000 RTs on this tweet and will ask for proof amp number of casualities in these 3 surgical strikes from xe2 x80 xa6,"b'Gujarat, India'",0.0
2019-03-05 16:16:37,"Do not focus on B2 crores, look at the rhetoric when Congress 3 jobs get Xi 2 X 80 X 6",b'India',0.0
2019-03-05 16:16:36,b RT Today s issue thuglak IN tells the high committee that started a party in India wants to joi xe2 x80 xa6,b'Udupi Bharat',0.18
2019-03-05 16:16:35,b INC xe2 x80 xa6,"b'Jaipur, India'",0.0
2019-03-05 16:16:34,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,b'',0.275
2019-03-05 16:16:26,b RT The way this guy is snorting I would assume he is one of the top dope suppliers of Pappu nSaare ganjedi hain s xe2 x80 xa6,b' India',0.5
2019-03-05 16:16:25,b RT Party workers will take CP s assurance of 500 sq ft homes to slum dwellers across city and explain how the Cong xe2 x80 xa6,"b'Imphal,Manipur& Silchar, Assam'",0.0
2019-03-05 16:16:24,b RT It must be a big relief for ji that did not insist that the NDA govt should reveal the names pho xe2 x80 xa6,b'',0.0
2019-03-05 16:16:23,b I am deeply concerned of the party who fought for independence are acting like anti nationals xe2 x80 xa6,b'Belgaum Karnataka',0.0
2019-03-05 16:16:22,b I ve refused to pay the Pest control guy who sprayed the chemical to eliminate the termites in my house Because he xe2 x80 xa6,b'mumbai',0.0
2019-03-05 16:16:18,b Yesterday announced RRB Group D'result In very Scam Please cancel this result n RRBSCAM n xe2 x80 xa6,"b'Samastipur, India'",0.2
2019-03-05 16:16:17,b mp GUJJU SHAME SHAME SHAME,"b'Mumbai, India'",0.0
2019-03-05 16:16:16,b RT Sir The first correction is the whole country do not want to defeat Modi as the PM its all your college xe2 x80 xa6,b'India',0.225
2019-03-05 16:16:14,"The Delhi Pradesh Congress Committee (NCC) will not make any announcement on the issue of sharing rights,",b'Bermuda Triangle',0.0
2019-03-05 16:16:14,b When was Reliance Born nWho gave Petroleum amp Refinery License to Ambani nWho was the PM when A Texti xe2 x80 xa6,b'Vadodara',0.0
2019-03-05 16:16:12,b Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,b'India',0.5
2019-03-05 16:16:06,b With current scenario n 0 n 0 n 7 With alliance in AAP Congress Both can get 2 to 3 xe2 x80 xa6,"b'New Delhi, India'",0.0
2019-03-05 16:16:05,b RT 5000 RTs on this tweet and will ask for proof amp number of casualities in these 3 surgical strikes from xe2 x80 xa6,"b'Gujarat, India'",0.0
2019-03-05 16:16:05,b Shame on as he is endorsing his party leader comment against India PM n nS xe2 x80 xa6,b'Bangalore',0.0
2019-03-05 16:16:05,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,"b'Haveli, India'",0.275
2019-03-05 16:16:04,b RT Shocking statement from CONgress leader Belur Gopalakrishna he calls out to assassinate PM n nTo appease a pa xe2 x80 xa6,b'',-1.0
2019-03-05 16:16:03,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,b'',0.275
2019-03-05 16:16:03,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,"b'Shaktinagar, India'",0.275
2019-03-05 16:16:01,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,"b""Even I Don't Know Where I am""",0.275
2019-03-05 16:15:56,b RT And the mohalla clinics are a big hit with everyone Don t fo xe2 x80 xa6,b'India',0.0
2019-03-05 16:15:50,b The way this guy is snorting I would assume he is one of the top dope suppliers of Pappu nSaare ganje xe2 x80 xa6,b'New Delhi',0.5
2019-03-05 16:15:47,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,"b'Vijaya Nagar, Bengaluru'",0.275
2019-03-05 16:15:46,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,"b'Kanpur, uttar pradesh'",0.275
2019-03-05 16:15:45,Bitter Gujju Shame on Congress Party and the Republic of Pakistan now openly supporting the Congress;,b'India',0.075
2019-03-05 16:15:43,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,b'\xe0\xa4\xb9\xe0\xa4\xb0\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa4\xbe\xe0\xa4\xa3\xe0\xa4\xbe',0.275
2019-03-05 16:15:41,b RT nBiggest scam in group D level 1 result as many as 92 students sele xe2 x80 xa6,b'',0.5
2019-03-05 16:15:38,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,"b'Jabalpur ,india'",0.275
2019-03-05 16:15:38,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,b'unknown',0.275
2019-03-05 16:15:36,b RT Courageous fierce honest empowering nThat s the leader Shri is,b'',0.6
2019-03-05 16:15:34,b please you heard us when ssc scamed the students now the railways is doing the same Yo xe2 x80 xa6,"b'Nagaur, India'",0.0
2019-03-05 16:15:27,b RT Coordination committee meeting going on at Sunway Hotel in the presence of AICC Sec HCM xe2 x80 xa6,"b'Kerala, India'",-0.1
2019-03-05 16:15:25,b RT Hariom Shame on 28 who says the PulwamaMassacre of 45 CRPFJawand on Feb 14 was an accident n nFinalky the time to xe2 x80 xa6,b'',0.0
2019-03-05 16:15:25,b RT I Did It in 2010 Accuses PM Modi of Lying About Amethi Ordnance Factory n nModi is a thug Just lies and wante xe2 x80 xa6,b'',0.0
2019-03-05 16:15:19,b AirstrikePolitics Please record what said today I want to reply to him after the electio xe2 x80 xa6,"b'New Delhi, India'",0.0
2019-03-05 16:15:18,b RT Saxena13 kodiyeri in Sorry I will not participate this time For better action we ne xe2 x80 xa6,b'',0.03333333333333333
2019-03-05 16:15:17,b RT 5000 RTs on this tweet and will ask for proof amp number of casualities in these 3 surgical strikes from xe2 x80 xa6,b'India',0.0
2019-03-05 16:15:16,b in He would have mocked even if he had known the fact The guy is a mass murderer FFS,"b'Bangalore, India. '",0.0
2019-03-05 16:15:13,b can u just keep your debates to debates only and not suggestions You just look much more stupid when xe2 x80 xa6,b'India',-0.09999999999999998
2019-03-05 16:15:10,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,b'#PKMKB',0.275
2019-03-05 16:15:09,b It s about all Modis nLalit Nirav and Chaukidar,"b'Mumbai, India'",0.0
2019-03-05 16:15:09,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,"b'Jaipur, India'",0.275
2019-03-05 16:15:08,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,"b'New Delhi, Delhi'",0.275
2019-03-05 16:15:00,b Ohhh I see So it is inevitable that one loses his mind after joining Congress,"b'Rajkot, India'",-0.15
2019-03-05 16:15:00,b In which capacity will he xf0 x9f xa4 x94 xf0 x9f x99 x84,b'India',0.0
2019-03-05 16:14:59,b Congis n cronies are gaddars all Scindia xe2 x80 xa6,b'Hyderabad',0.0
2019-03-05 16:14:54,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,"b'Bengaluru, India'",0.275
2019-03-05 16:14:54,b RT Today s issue thuglak IN tells the high committee that started a party in India wants to joi xe2 x80 xa6,b'',0.18
2019-03-05 16:14:51,b Envoys can see through that and go back home citing him as Gr8 example of traitor n Traitorous personality n,b'India',0.0
2019-03-05 16:14:51,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,"b'Anand,Gujarat,India'",0.275
2019-03-05 16:14:48,"The Delhi Pradesh Congress Committee (NCC) will not make any announcement on the issue of sharing rights,",b'',0.0
2019-03-05 16:14:44,b RT Shocking statement from CONgress leader Belur Gopalakrishna he calls out to assassinate PM n nTo appease a pa xe2 x80 xa6,b'Here and there.',-1.0
2019-03-05 16:14:42,b This is harakiri nShe shela dixit has lost it easy way for bjp to win nRahul G has been drum beating to save the xe2 x80 xa6,"b'Over the moon, under the stars'",0.6166666666666667
2019-03-05 16:14:42,b RT MahaShivratri nWho is the Father of Lord Shiva nAnd where its proof nSo please see this video,b'Bhopal MP',0.0
2019-03-05 16:14:39,b All our neighbours wish for a weak Indian PM amp government That s what they xe2 x80 xa6,b'bangalore',-0.375
2019-03-05 16:14:36,b RT harsha In the fight on number of casualties and others have forgotten that the IAF has executed a task no oth xe2 x80 xa6,b'',0.0
2019-03-05 16:14:35,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,b'',0.275
2019-03-05 16:14:35,b RT Today s issue thuglak IN tells the high committee that started a party in India wants to joi xe2 x80 xa6,b'',0.18
2019-03-05 16:14:26,b RT Congress President welcomes Ferozepur MP Shri Sher Singh Ghubaya to the Congress party We wish him all the best xe2 x80 xa6,"b'Madhupur,Jharkhand,India'",1.0
2019-03-05 16:14:26,b RT Delhi Congress chief announces there would be no alliance with Aam Aadmi Party n nAnnouncement came after Congress xe2 x80 xa6,b'India',0.0
2019-03-05 16:14:22,b RT sharma Ma am Rafale is not Hafta that can be delivered after a mere phone call n nIf you are aspiring to be PM at least don t m xe2 x80 xa6,b'\xe0\xa4\xa0\xe0\xa4\xbf\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xa8\xe0\xa4\xbe \xe0\xa4\xae\xe0\xa4\xbf\xe0\xa4\xb2\xe0\xa4\xbe \xe0\xa4\xa8\xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa5\x88 \xe0\xa4\x85\xe0\xa4\xad\xe0\xa5\x80 \xe0\xa4\xa4\xe0\xa4\x95 \xe0\xa5\xa4',-0.4
2019-03-05 16:14:20,b RT mp Ur in a rush to tweet is it IN xf0 x9f x98 x85 n nTerrorists r not civilian or Military forgot tht n nIf ur so keen on Te xe2 x80 xa6,b'',-0.1
2019-03-05 16:14:11,b RT Dear sir please check this 12 07 1992 Is ladke ka check kar lo isme koi editing nahi h RRBSCAM Bahut b xe2 x80 xa6,b'',0.0
2019-03-05 16:14:11,b RT Delhi Congress chief announces there would be no alliance with Aam Aadmi Party n nAnnouncement came after Congress xe2 x80 xa6,b'India',0.0
2019-03-05 16:14:03,b your statement makes you a criminal RATHER THAN ACKNOWLEDGE THE TERRO xe2 x80 xa6,"b'Mumbai, India'",-0.4
2019-03-05 16:14:01,b RT Party workers will take CP s assurance of 500 sq ft homes to slum dwellers across city and explain how the Cong xe2 x80 xa6,b'Mumbai',0.0
2019-03-05 16:14:00,b RT 5000 RTs on this tweet and will ask for proof amp number of casualities in these 3 surgical strikes from xe2 x80 xa6,b'Odisha',0.0
2019-03-05 16:13:56,b RT Your icon has announced he will get xe2 x80 x9cshaheed xe2 x80 x9d martyr status for all soldiers who die defendi xe2 x80 xa6,b'',0.0
2019-03-05 16:13:54,b RT Shocking amp dangerous statement by state Congress leader BelurGopalakrishna calling for assassination of our Prime Minister xe2 x80 xa6,b'Mumbai',-0.8
2019-03-05 16:13:54,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,"b'London, England'",0.275
2019-03-05 16:13:53,b xe2 x80 xa6,b'Pune',0.0
2019-03-05 16:13:52,b Hey Mr Miss what is this Ur party X CM telling He fears if he see s person with Ti xe2 x80 xa6,b'MYSURU',0.0
2019-03-05 16:13:51,b RT Today s issue thuglak IN tells the high committee that started a party in India wants to joi xe2 x80 xa6,"b'Mumbai, India'",0.18
2019-03-05 16:13:48,b RT INC Who will next PM n nLike for Rahul Gandhi nRetweet for Modi,b'',0.0
2019-03-05 16:13:42,b RT Scrapping of Nanar Refinery Project is an outcome of a vigorous crusade raised by the people of Nanar nHon CP xe2 x80 xa6,b'\xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4',0.0
2019-03-05 16:13:42,b RT And the mohalla clinics are a big hit with everyone Don t fo xe2 x80 xa6,"b'Hisar, India'",0.0
2019-03-05 16:13:41,b Congrats xf0 x9f x91 x8d,"b'Jaipur, India'",0.0
2019-03-05 16:13:40,b Hi joker that s y I always say even rahulGandhi better than atleast this kejru jokar kudh kare xe2 x80 xa6,"b'Mumbai, India'",0.5
2019-03-05 16:13:37,b But that is not right shame on them,b'india',-0.14285714285714285
2019-03-05 16:13:27,b Congratulations xf0 x9f x92 x90 xf0 x9f x92 x90,"b'Jaipur, India'",0.0
2019-03-05 16:13:23,b RT Modi will be happy but what about u xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x98 x85 xf0 x9f x98 x82 xf0 x9f x98 x82itna to pappu bhi nahi sochta jitna kuch Urban xe2 x80 xa6,b'\xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4',0.4
2019-03-05 16:13:21,b RT PunishPakLoyalists I want proof of Kasab Hanging,b'Hindi hain Hum',0.0
2019-03-05 16:13:19,b RT Today s issue thuglak IN tells the high committee that started a party in India wants to joi xe2 x80 xa6,"b'Coimbatore, India'",0.18
2019-03-05 16:13:12,B RT NOTA Satyagrah4Men nUrgently need PurushAayog xe2 x80 xa6,b'',0.0
2019-03-05 16:13:11,b Modi will be happy but what about u xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x98 x85 xf0 x9f x98 x82 xf0 x9f x98 x82itna to pappu bhi nahi sochta jitna k xe2 x80 xa6,b'\xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4',0.8
2019-03-05 16:13:08,b Screenshot,"b'Mangalore, India'",0.0
2019-03-05 16:13:08,b RT harsha In the fight on number of casualties and others have forgotten that the IAF has executed a task no oth xe2 x80 xa6,b'',0.0
2019-03-05 16:13:03,b RT harsha In the fight on number of casualties and others have forgotten that the IAF has executed a task no oth xe2 x80 xa6,b'behind you',0.0
2019-03-05 16:13:02,b Must read nMy opinions on recent scenario nRetweet if you agree xe2 x9c xa8 xf0 x9f x99 x8f n JaiHind IndiaSaysJaiHind conginsultsmartyrs xe2 x80 xa6,b'India',0.0
2019-03-05 16:13:00,b RT And the mohalla clinics are a big hit with everyone Don t fo xe2 x80 xa6,b'',0.0
2019-03-05 16:12:58,b RT Rahul Gandhi is going to do everything to bring down India s image His jealousy on what Indi xe2 x80 xa6,b'India',-0.15555555555555559
2019-03-05 16:12:56,b Both the boosom friends Congress and Pakistan are in same boat On brink of getting isolated and decim xe2 x80 xa6,b'Mumbai ',0.0
2019-03-05 16:12:56,b Unfortunately Congress doesn t realize that times have changed Shud change his political adviser,"b'Guwahati, India'",-0.25
2019-03-05 16:12:53,b RT harsha In the fight on number of casualties and others have forgotten that the IAF has executed a task no oth xe2 x80 xa6,b'',0.0
2019-03-05 16:12:50,b RT RahulGandhi nRespected Rahul sir nI m students belong from nagpur Maharashtra sir recently rrb group d result announce xe2 x80 xa6,b'',0.0
2019-03-05 16:12:49,b RT Shocking statement from CONgress leader Belur Gopalakrishna he calls out to assassinate PM n nTo appease a pa xe2 x80 xa6,b'Jammu/J&K',-1.0
2019-03-05 16:12:48,b Every time u create divide and rule now here why adivasi and dalit can t you fight election with a p xe2 x80 xa6,b'Bangalore',0.0
2019-03-05 16:12:47,b sgh Adamant to commit suicide,b'',0.1
2019-03-05 16:12:45,b RT Sir The first correction is the whole country do not want to defeat Modi as the PM its all your college xe2 x80 xa6,b'\xe0\xa4\x87\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa5\x87 \xe0\xa4\x86\xe0\xa4\xb8\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xa8\xe0\xa5\x80 \xe0\xa4\xaa\xe0\xa4\xb0 \xe0\xa4\x9c\xe0\xa5\x81\xe0\xa4\xa1\xe0\xa4\xbc\xe0\xa5\x87 \xe0\xa4\x9c\xe0\xa4\xae\xe0\xa5\x80\xe0\xa4\xa8 \xe0\xa4\xb8\xe0\xa5\x87 ',0.225
2019-03-05 16:12:44,b BJP Did you visit the families of your hit and run victims Just asking Loot Ravi,b'Bengaluru ',0.0
2019-03-05 16:12:43,b RT 5000 RTs on this tweet and will ask for proof amp number of casualities in these 3 surgical strikes from xe2 x80 xa6,"b'Hisar, India'",0.0
2019-03-05 16:12:42,b RT So amp have to answer this small weapons where made for whom nIf govt or armed forces did not get the d xe2 x80 xa6,b'',-0.25
